location,label,set
utils\data\scanned\train\scientific publication\scientific publication_61.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_62.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_63.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_64.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_65.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_66.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_67.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_68.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_69.png,scientific publication,train
utils\data\scanned\test\scientific publication\scientific publication_0.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_1.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_2.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_3.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_4.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_5.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_6.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_7.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_8.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_9.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_10.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_11.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_12.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_13.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_14.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_15.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_16.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_17.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_18.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_19.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_20.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_21.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_22.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_23.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_24.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_25.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_26.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_27.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_28.png,scientific publication,test
utils\data\scanned\test\scientific publication\scientific publication_29.png,scientific publication,test
utils\data\scanned\train\presentation\presentation_0.png,presentation,train
utils\data\scanned\train\presentation\presentation_1.png,presentation,train
utils\data\scanned\train\presentation\presentation_2.png,presentation,train
utils\data\scanned\train\presentation\presentation_3.png,presentation,train
utils\data\scanned\train\presentation\presentation_4.png,presentation,train
utils\data\scanned\train\presentation\presentation_5.png,presentation,train
utils\data\scanned\train\presentation\presentation_6.png,presentation,train
utils\data\scanned\train\presentation\presentation_7.png,presentation,train
utils\data\scanned\train\presentation\presentation_8.png,presentation,train
utils\data\scanned\train\presentation\presentation_9.png,presentation,train
utils\data\scanned\train\presentation\presentation_10.png,presentation,train
utils\data\scanned\train\presentation\presentation_11.png,presentation,train
utils\data\scanned\train\presentation\presentation_12.png,presentation,train
utils\data\scanned\train\presentation\presentation_13.png,presentation,train
utils\data\scanned\train\presentation\presentation_14.png,presentation,train
utils\data\scanned\train\presentation\presentation_15.png,presentation,train
utils\data\scanned\train\presentation\presentation_16.png,presentation,train
utils\data\scanned\train\presentation\presentation_17.png,presentation,train
utils\data\scanned\train\presentation\presentation_18.png,presentation,train
utils\data\scanned\train\presentation\presentation_19.png,presentation,train
utils\data\scanned\train\presentation\presentation_20.png,presentation,train
utils\data\scanned\train\presentation\presentation_21.png,presentation,train
utils\data\scanned\train\presentation\presentation_22.png,presentation,train
utils\data\scanned\train\presentation\presentation_23.png,presentation,train
utils\data\scanned\train\presentation\presentation_24.png,presentation,train
utils\data\scanned\train\presentation\presentation_25.png,presentation,train
utils\data\scanned\train\presentation\presentation_26.png,presentation,train
utils\data\scanned\train\presentation\presentation_27.png,presentation,train
utils\data\scanned\train\presentation\presentation_28.png,presentation,train
utils\data\scanned\train\presentation\presentation_29.png,presentation,train
utils\data\scanned\train\presentation\presentation_30.png,presentation,train
utils\data\scanned\train\presentation\presentation_31.png,presentation,train
utils\data\scanned\train\presentation\presentation_32.png,presentation,train
utils\data\scanned\train\presentation\presentation_33.png,presentation,train
utils\data\scanned\train\presentation\presentation_34.png,presentation,train
utils\data\scanned\train\presentation\presentation_35.png,presentation,train
utils\data\scanned\train\presentation\presentation_36.png,presentation,train
utils\data\scanned\train\presentation\presentation_37.png,presentation,train
utils\data\scanned\train\presentation\presentation_38.png,presentation,train
utils\data\scanned\train\presentation\presentation_39.png,presentation,train
utils\data\scanned\train\presentation\presentation_40.png,presentation,train
utils\data\scanned\train\presentation\presentation_41.png,presentation,train
utils\data\scanned\train\presentation\presentation_42.png,presentation,train
utils\data\scanned\train\presentation\presentation_43.png,presentation,train
utils\data\scanned\train\presentation\presentation_44.png,presentation,train
utils\data\scanned\train\presentation\presentation_45.png,presentation,train
utils\data\scanned\train\presentation\presentation_46.png,presentation,train
utils\data\scanned\train\presentation\presentation_47.png,presentation,train
utils\data\scanned\train\presentation\presentation_48.png,presentation,train
utils\data\scanned\train\presentation\presentation_49.png,presentation,train
utils\data\scanned\train\presentation\presentation_50.png,presentation,train
utils\data\scanned\train\presentation\presentation_51.png,presentation,train
utils\data\scanned\train\presentation\presentation_52.png,presentation,train
utils\data\scanned\train\presentation\presentation_53.png,presentation,train
utils\data\scanned\train\presentation\presentation_54.png,presentation,train
utils\data\scanned\train\presentation\presentation_55.png,presentation,train
utils\data\scanned\train\presentation\presentation_56.png,presentation,train
utils\data\scanned\train\presentation\presentation_57.png,presentation,train
utils\data\scanned\train\presentation\presentation_58.png,presentation,train
utils\data\scanned\train\presentation\presentation_59.png,presentation,train
utils\data\scanned\train\presentation\presentation_60.png,presentation,train
utils\data\scanned\train\presentation\presentation_61.png,presentation,train
utils\data\scanned\train\presentation\presentation_62.png,presentation,train
utils\data\scanned\train\presentation\presentation_63.png,presentation,train
utils\data\scanned\train\presentation\presentation_64.png,presentation,train
utils\data\scanned\train\presentation\presentation_65.png,presentation,train
utils\data\scanned\train\presentation\presentation_66.png,presentation,train
utils\data\scanned\train\presentation\presentation_67.png,presentation,train
utils\data\scanned\train\presentation\presentation_68.png,presentation,train
utils\data\scanned\train\presentation\presentation_69.png,presentation,train
utils\data\scanned\test\presentation\presentation_0.png,presentation,test
utils\data\scanned\test\presentation\presentation_1.png,presentation,test
utils\data\scanned\test\presentation\presentation_2.png,presentation,test
utils\data\scanned\test\presentation\presentation_3.png,presentation,test
utils\data\scanned\test\presentation\presentation_4.png,presentation,test
utils\data\scanned\test\presentation\presentation_5.png,presentation,test
utils\data\scanned\test\presentation\presentation_6.png,presentation,test
utils\data\scanned\test\presentation\presentation_7.png,presentation,test
utils\data\scanned\test\presentation\presentation_8.png,presentation,test
utils\data\scanned\test\presentation\presentation_9.png,presentation,test
utils\data\scanned\test\presentation\presentation_10.png,presentation,test
utils\data\scanned\test\presentation\presentation_11.png,presentation,test
utils\data\scanned\test\presentation\presentation_12.png,presentation,test
utils\data\scanned\test\presentation\presentation_13.png,presentation,test
utils\data\scanned\test\presentation\presentation_14.png,presentation,test
utils\data\scanned\test\presentation\presentation_15.png,presentation,test
utils\data\scanned\test\presentation\presentation_16.png,presentation,test
utils\data\scanned\test\presentation\presentation_17.png,presentation,test
utils\data\scanned\test\presentation\presentation_18.png,presentation,test
utils\data\scanned\test\presentation\presentation_19.png,presentation,test
utils\data\scanned\test\presentation\presentation_20.png,presentation,test
utils\data\scanned\test\presentation\presentation_21.png,presentation,test
utils\data\scanned\test\presentation\presentation_22.png,presentation,test
utils\data\scanned\test\presentation\presentation_23.png,presentation,test
utils\data\scanned\test\presentation\presentation_24.png,presentation,test
utils\data\scanned\test\presentation\presentation_25.png,presentation,test
utils\data\scanned\test\presentation\presentation_26.png,presentation,test
utils\data\scanned\test\presentation\presentation_27.png,presentation,test
utils\data\scanned\test\presentation\presentation_28.png,presentation,test
utils\data\scanned\test\presentation\presentation_29.png,presentation,test
utils\data\scanned\train\specification\specification_0.png,specification,train
utils\data\scanned\train\specification\specification_1.png,specification,train
utils\data\scanned\train\specification\specification_2.png,specification,train
utils\data\scanned\train\specification\specification_3.png,specification,train
utils\data\scanned\train\specification\specification_4.png,specification,train
utils\data\scanned\train\specification\specification_5.png,specification,train
utils\data\scanned\train\specification\specification_6.png,specification,train
utils\data\scanned\train\specification\specification_7.png,specification,train
utils\data\scanned\train\specification\specification_8.png,specification,train
utils\data\scanned\train\specification\specification_9.png,specification,train
utils\data\scanned\train\specification\specification_10.png,specification,train
utils\data\scanned\train\specification\specification_11.png,specification,train
utils\data\scanned\train\specification\specification_12.png,specification,train
utils\data\scanned\train\specification\specification_13.png,specification,train
utils\data\scanned\train\specification\specification_14.png,specification,train
utils\data\scanned\train\specification\specification_15.png,specification,train
utils\data\scanned\train\specification\specification_16.png,specification,train
utils\data\scanned\train\specification\specification_17.png,specification,train
utils\data\scanned\train\specification\specification_18.png,specification,train
utils\data\scanned\train\specification\specification_19.png,specification,train
utils\data\scanned\train\specification\specification_20.png,specification,train
utils\data\scanned\train\specification\specification_21.png,specification,train
utils\data\scanned\train\specification\specification_22.png,specification,train
utils\data\scanned\train\specification\specification_23.png,specification,train
utils\data\scanned\train\specification\specification_24.png,specification,train
utils\data\scanned\train\specification\specification_25.png,specification,train
utils\data\scanned\train\specification\specification_26.png,specification,train
utils\data\scanned\train\specification\specification_27.png,specification,train
utils\data\scanned\train\specification\specification_28.png,specification,train
utils\data\scanned\train\specification\specification_29.png,specification,train
utils\data\scanned\train\specification\specification_30.png,specification,train
utils\data\scanned\train\specification\specification_31.png,specification,train
utils\data\scanned\train\specification\specification_32.png,specification,train
utils\data\scanned\train\specification\specification_33.png,specification,train
utils\data\scanned\train\specification\specification_34.png,specification,train
utils\data\scanned\train\specification\specification_35.png,specification,train
utils\data\scanned\train\specification\specification_36.png,specification,train
utils\data\scanned\train\specification\specification_37.png,specification,train
utils\data\scanned\train\specification\specification_38.png,specification,train
utils\data\scanned\train\specification\specification_39.png,specification,train
utils\data\scanned\train\specification\specification_40.png,specification,train
utils\data\scanned\train\specification\specification_41.png,specification,train
utils\data\scanned\train\specification\specification_42.png,specification,train
utils\data\scanned\train\specification\specification_43.png,specification,train
utils\data\scanned\train\specification\specification_44.png,specification,train
utils\data\scanned\train\specification\specification_45.png,specification,train
utils\data\scanned\train\specification\specification_46.png,specification,train
utils\data\scanned\train\specification\specification_47.png,specification,train
utils\data\scanned\train\specification\specification_48.png,specification,train
utils\data\scanned\train\specification\specification_49.png,specification,train
utils\data\scanned\train\specification\specification_50.png,specification,train
utils\data\scanned\train\specification\specification_51.png,specification,train
utils\data\scanned\train\specification\specification_52.png,specification,train
utils\data\scanned\train\specification\specification_53.png,specification,train
utils\data\scanned\train\specification\specification_54.png,specification,train
utils\data\scanned\train\specification\specification_55.png,specification,train
utils\data\scanned\train\specification\specification_56.png,specification,train
utils\data\scanned\train\specification\specification_57.png,specification,train
utils\data\scanned\train\specification\specification_58.png,specification,train
utils\data\scanned\train\specification\specification_59.png,specification,train
utils\data\scanned\train\specification\specification_60.png,specification,train
utils\data\scanned\train\specification\specification_61.png,specification,train
utils\data\scanned\train\specification\specification_62.png,specification,train
utils\data\scanned\train\specification\specification_63.png,specification,train
utils\data\scanned\train\specification\specification_64.png,specification,train
utils\data\scanned\train\specification\specification_65.png,specification,train
utils\data\scanned\train\specification\specification_66.png,specification,train
utils\data\scanned\train\specification\specification_67.png,specification,train
utils\data\scanned\train\specification\specification_68.png,specification,train
utils\data\scanned\train\specification\specification_69.png,specification,train
utils\data\scanned\test\specification\specification_0.png,specification,test
utils\data\scanned\test\specification\specification_1.png,specification,test
utils\data\scanned\test\specification\specification_2.png,specification,test
utils\data\scanned\test\specification\specification_3.png,specification,test
utils\data\scanned\test\specification\specification_4.png,specification,test
utils\data\scanned\test\specification\specification_5.png,specification,test
utils\data\scanned\test\specification\specification_6.png,specification,test
utils\data\scanned\test\specification\specification_7.png,specification,test
utils\data\scanned\test\specification\specification_8.png,specification,test
utils\data\scanned\test\specification\specification_9.png,specification,test
utils\data\scanned\test\specification\specification_10.png,specification,test
utils\data\scanned\test\specification\specification_11.png,specification,test
utils\data\scanned\test\specification\specification_12.png,specification,test
utils\data\scanned\test\specification\specification_13.png,specification,test
utils\data\scanned\test\specification\specification_14.png,specification,test
utils\data\scanned\test\specification\specification_15.png,specification,test
utils\data\scanned\test\specification\specification_16.png,specification,test
utils\data\scanned\test\specification\specification_17.png,specification,test
utils\data\scanned\test\specification\specification_18.png,specification,test
utils\data\scanned\test\specification\specification_19.png,specification,test
utils\data\scanned\test\specification\specification_20.png,specification,test
utils\data\scanned\test\specification\specification_21.png,specification,test
utils\data\scanned\test\specification\specification_22.png,specification,test
utils\data\scanned\test\specification\specification_23.png,specification,test
utils\data\scanned\test\specification\specification_24.png,specification,test
utils\data\scanned\test\specification\specification_25.png,specification,test
utils\data\scanned\test\specification\specification_26.png,specification,test
utils\data\scanned\test\specification\specification_27.png,specification,test
utils\data\scanned\test\specification\specification_28.png,specification,test
utils\data\scanned\test\specification\specification_29.png,specification,test
utils\data\scanned\train\email\email_0.png,email,train
utils\data\scanned\train\email\email_1.png,email,train
utils\data\scanned\train\email\email_2.png,email,train
utils\data\scanned\train\email\email_3.png,email,train
utils\data\scanned\train\email\email_4.png,email,train
utils\data\scanned\train\email\email_5.png,email,train
utils\data\scanned\train\email\email_6.png,email,train
utils\data\scanned\train\email\email_7.png,email,train
utils\data\scanned\train\email\email_8.png,email,train
utils\data\scanned\train\email\email_9.png,email,train
utils\data\scanned\train\email\email_10.png,email,train
utils\data\scanned\train\email\email_11.png,email,train
utils\data\scanned\train\email\email_12.png,email,train
utils\data\scanned\train\email\email_13.png,email,train
utils\data\scanned\train\email\email_14.png,email,train
utils\data\scanned\train\email\email_15.png,email,train
utils\data\scanned\train\email\email_16.png,email,train
utils\data\scanned\train\email\email_17.png,email,train
utils\data\scanned\train\email\email_18.png,email,train
utils\data\scanned\train\email\email_19.png,email,train
utils\data\scanned\train\email\email_20.png,email,train
utils\data\scanned\train\email\email_21.png,email,train
utils\data\scanned\train\email\email_22.png,email,train
utils\data\scanned\train\email\email_23.png,email,train
utils\data\scanned\train\email\email_24.png,email,train
utils\data\scanned\train\email\email_25.png,email,train
utils\data\scanned\train\email\email_26.png,email,train
utils\data\scanned\train\email\email_27.png,email,train
utils\data\scanned\train\email\email_28.png,email,train
utils\data\scanned\train\email\email_29.png,email,train
utils\data\scanned\train\email\email_30.png,email,train
utils\data\scanned\train\email\email_31.png,email,train
utils\data\scanned\train\email\email_32.png,email,train
utils\data\scanned\train\email\email_33.png,email,train
utils\data\scanned\train\email\email_34.png,email,train
utils\data\scanned\train\email\email_35.png,email,train
utils\data\scanned\train\email\email_36.png,email,train
utils\data\scanned\train\email\email_37.png,email,train
utils\data\scanned\train\email\email_38.png,email,train
utils\data\scanned\train\email\email_39.png,email,train
utils\data\scanned\train\email\email_40.png,email,train
utils\data\scanned\train\email\email_41.png,email,train
utils\data\scanned\train\email\email_42.png,email,train
utils\data\scanned\train\email\email_43.png,email,train
utils\data\scanned\train\email\email_44.png,email,train
utils\data\scanned\train\email\email_45.png,email,train
utils\data\scanned\train\email\email_46.png,email,train
utils\data\scanned\train\email\email_47.png,email,train
utils\data\scanned\train\email\email_48.png,email,train
utils\data\scanned\train\email\email_49.png,email,train
utils\data\scanned\train\email\email_50.png,email,train
utils\data\scanned\train\email\email_51.png,email,train
utils\data\scanned\train\email\email_52.png,email,train
utils\data\scanned\train\email\email_53.png,email,train
utils\data\scanned\train\email\email_54.png,email,train
utils\data\scanned\train\email\email_55.png,email,train
utils\data\scanned\train\email\email_56.png,email,train
utils\data\scanned\train\email\email_57.png,email,train
utils\data\scanned\train\email\email_58.png,email,train
utils\data\scanned\train\email\email_59.png,email,train
utils\data\scanned\train\email\email_60.png,email,train
utils\data\scanned\train\email\email_61.png,email,train
utils\data\scanned\train\email\email_62.png,email,train
utils\data\scanned\train\email\email_63.png,email,train
utils\data\scanned\train\email\email_64.png,email,train
utils\data\scanned\train\email\email_65.png,email,train
utils\data\scanned\train\email\email_66.png,email,train
utils\data\scanned\train\email\email_67.png,email,train
utils\data\scanned\train\email\email_68.png,email,train
utils\data\scanned\train\email\email_69.png,email,train
utils\data\scanned\test\email\email_0.png,email,test
utils\data\scanned\test\email\email_1.png,email,test
utils\data\scanned\test\email\email_2.png,email,test
utils\data\scanned\test\email\email_3.png,email,test
utils\data\scanned\test\email\email_4.png,email,test
utils\data\scanned\test\email\email_5.png,email,test
utils\data\scanned\test\email\email_6.png,email,test
utils\data\scanned\test\email\email_7.png,email,test
utils\data\scanned\test\email\email_8.png,email,test
utils\data\scanned\test\email\email_9.png,email,test
utils\data\scanned\test\email\email_10.png,email,test
utils\data\scanned\test\email\email_11.png,email,test
utils\data\scanned\test\email\email_12.png,email,test
utils\data\scanned\test\email\email_13.png,email,test
utils\data\scanned\test\email\email_14.png,email,test
utils\data\scanned\test\email\email_15.png,email,test
utils\data\scanned\test\email\email_16.png,email,test
utils\data\scanned\test\email\email_17.png,email,test
utils\data\scanned\test\email\email_18.png,email,test
utils\data\scanned\test\email\email_19.png,email,test
utils\data\scanned\test\email\email_20.png,email,test
utils\data\scanned\test\email\email_21.png,email,test
utils\data\scanned\test\email\email_22.png,email,test
utils\data\scanned\test\email\email_23.png,email,test
utils\data\scanned\test\email\email_24.png,email,test
utils\data\scanned\test\email\email_25.png,email,test
utils\data\scanned\test\email\email_26.png,email,test
utils\data\scanned\test\email\email_27.png,email,test
utils\data\scanned\test\email\email_28.png,email,test
utils\data\scanned\test\email\email_29.png,email,test
utils\data\scanned\train\letter\letter_0.png,letter,train
utils\data\scanned\train\letter\letter_1.png,letter,train
utils\data\scanned\train\letter\letter_2.png,letter,train
utils\data\scanned\train\letter\letter_3.png,letter,train
utils\data\scanned\train\letter\letter_4.png,letter,train
utils\data\scanned\train\letter\letter_5.png,letter,train
utils\data\scanned\train\letter\letter_6.png,letter,train
utils\data\scanned\train\letter\letter_7.png,letter,train
utils\data\scanned\train\letter\letter_8.png,letter,train
utils\data\scanned\train\letter\letter_9.png,letter,train
utils\data\scanned\train\letter\letter_10.png,letter,train
utils\data\scanned\train\letter\letter_11.png,letter,train
utils\data\scanned\train\letter\letter_12.png,letter,train
utils\data\scanned\train\letter\letter_13.png,letter,train
utils\data\scanned\train\letter\letter_14.png,letter,train
utils\data\scanned\train\letter\letter_15.png,letter,train
utils\data\scanned\train\letter\letter_16.png,letter,train
utils\data\scanned\train\letter\letter_17.png,letter,train
utils\data\scanned\train\letter\letter_18.png,letter,train
utils\data\scanned\train\letter\letter_19.png,letter,train
utils\data\scanned\train\letter\letter_20.png,letter,train
utils\data\scanned\train\letter\letter_21.png,letter,train
utils\data\scanned\train\letter\letter_22.png,letter,train
utils\data\scanned\train\letter\letter_23.png,letter,train
utils\data\scanned\train\letter\letter_24.png,letter,train
utils\data\scanned\train\letter\letter_25.png,letter,train
utils\data\scanned\train\letter\letter_26.png,letter,train
utils\data\scanned\train\letter\letter_27.png,letter,train
utils\data\scanned\train\letter\letter_28.png,letter,train
utils\data\scanned\train\letter\letter_29.png,letter,train
utils\data\scanned\train\letter\letter_30.png,letter,train
utils\data\scanned\train\letter\letter_31.png,letter,train
utils\data\scanned\train\letter\letter_32.png,letter,train
utils\data\scanned\train\letter\letter_33.png,letter,train
utils\data\scanned\train\letter\letter_34.png,letter,train
utils\data\scanned\train\letter\letter_35.png,letter,train
utils\data\scanned\train\letter\letter_36.png,letter,train
utils\data\scanned\train\letter\letter_37.png,letter,train
utils\data\scanned\train\letter\letter_38.png,letter,train
utils\data\scanned\train\letter\letter_39.png,letter,train
utils\data\scanned\train\letter\letter_40.png,letter,train
utils\data\scanned\train\letter\letter_41.png,letter,train
utils\data\scanned\train\letter\letter_42.png,letter,train
utils\data\scanned\train\letter\letter_43.png,letter,train
utils\data\scanned\train\letter\letter_44.png,letter,train
utils\data\scanned\train\letter\letter_45.png,letter,train
utils\data\scanned\train\letter\letter_46.png,letter,train
utils\data\scanned\train\letter\letter_47.png,letter,train
utils\data\scanned\train\letter\letter_48.png,letter,train
utils\data\scanned\train\letter\letter_49.png,letter,train
utils\data\scanned\train\letter\letter_50.png,letter,train
utils\data\scanned\train\letter\letter_51.png,letter,train
utils\data\scanned\train\letter\letter_52.png,letter,train
utils\data\scanned\train\letter\letter_53.png,letter,train
utils\data\scanned\train\letter\letter_54.png,letter,train
utils\data\scanned\train\letter\letter_55.png,letter,train
utils\data\scanned\train\letter\letter_56.png,letter,train
utils\data\scanned\train\letter\letter_57.png,letter,train
utils\data\scanned\train\letter\letter_58.png,letter,train
utils\data\scanned\train\letter\letter_59.png,letter,train
utils\data\scanned\train\letter\letter_60.png,letter,train
utils\data\scanned\train\letter\letter_61.png,letter,train
utils\data\scanned\train\letter\letter_62.png,letter,train
utils\data\scanned\train\letter\letter_63.png,letter,train
utils\data\scanned\train\letter\letter_64.png,letter,train
utils\data\scanned\train\letter\letter_65.png,letter,train
utils\data\scanned\train\letter\letter_66.png,letter,train
utils\data\scanned\train\letter\letter_67.png,letter,train
utils\data\scanned\train\letter\letter_68.png,letter,train
utils\data\scanned\train\letter\letter_69.png,letter,train
utils\data\scanned\test\letter\letter_0.png,letter,test
utils\data\scanned\test\letter\letter_1.png,letter,test
utils\data\scanned\test\letter\letter_2.png,letter,test
utils\data\scanned\test\letter\letter_3.png,letter,test
utils\data\scanned\test\letter\letter_4.png,letter,test
utils\data\scanned\test\letter\letter_5.png,letter,test
utils\data\scanned\test\letter\letter_6.png,letter,test
utils\data\scanned\test\letter\letter_7.png,letter,test
utils\data\scanned\test\letter\letter_8.png,letter,test
utils\data\scanned\test\letter\letter_9.png,letter,test
utils\data\scanned\test\letter\letter_10.png,letter,test
utils\data\scanned\test\letter\letter_11.png,letter,test
utils\data\scanned\test\letter\letter_12.png,letter,test
utils\data\scanned\test\letter\letter_13.png,letter,test
utils\data\scanned\test\letter\letter_14.png,letter,test
utils\data\scanned\test\letter\letter_15.png,letter,test
utils\data\scanned\test\letter\letter_16.png,letter,test
utils\data\scanned\test\letter\letter_17.png,letter,test
utils\data\scanned\test\letter\letter_18.png,letter,test
utils\data\scanned\test\letter\letter_19.png,letter,test
utils\data\scanned\test\letter\letter_20.png,letter,test
utils\data\scanned\test\letter\letter_21.png,letter,test
utils\data\scanned\test\letter\letter_22.png,letter,test
utils\data\scanned\test\letter\letter_23.png,letter,test
utils\data\scanned\test\letter\letter_24.png,letter,test
utils\data\scanned\test\letter\letter_25.png,letter,test
utils\data\scanned\test\letter\letter_26.png,letter,test
utils\data\scanned\test\letter\letter_27.png,letter,test
utils\data\scanned\test\letter\letter_28.png,letter,test
utils\data\scanned\test\letter\letter_29.png,letter,test
utils\data\scanned\train\advertisement\advertisement_0.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_1.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_2.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_3.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_4.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_5.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_6.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_7.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_8.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_9.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_10.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_11.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_12.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_13.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_14.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_15.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_16.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_17.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_18.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_19.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_20.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_21.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_22.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_23.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_24.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_25.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_26.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_27.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_28.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_29.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_30.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_31.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_32.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_33.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_34.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_35.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_36.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_37.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_38.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_39.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_40.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_41.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_42.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_43.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_44.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_45.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_46.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_47.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_48.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_49.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_50.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_51.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_52.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_53.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_54.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_55.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_56.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_57.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_58.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_59.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_60.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_61.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_62.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_63.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_64.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_65.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_66.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_67.png,advertisement,train
utils\data\scanned\train\advertisement\advertisement_68.png,advertisement,train
